"Player","Pos","Age","Tm","G","GS","MP.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","MP.y","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Kyle Anderson","PF",27,"MEM",24,24,28.1,5,10.7,0.467,1.7,4.3,0.388,3.3,6.4,0.519,0.545,2.1,2.7,0.781,0.9,5.3,6.3,3.8,1.1,0.8,1.4,1.8,13.8,675,17.8,0.579,0.401,0.249,3.5,21.5,12.2,19.4,1.9,2.5,10.7,20.1,1.1,0.8,1.9,0.134,1.9,1.1,2.9,0.8
"Kyle Guy","PG",23,"SAC",10,0,7.9,0.9,3.2,0.281,0.4,1.6,0.25,0.5,1.6,0.313,0.344,0.7,0.8,0.875,0.3,0.9,1.2,1.3,0.4,0,0.1,0.5,2.9,79,11.8,0.408,0.5,0.25,4.1,12.6,8.3,21.5,2.4,0,2.7,19.7,0,0,0,0.029,-2.1,-0.8,-3,0
"Kyle Kuzma","SF",25,"LAL",29,7,25,4.3,9.5,0.453,1.7,4.6,0.361,2.7,4.9,0.538,0.54,0.6,0.9,0.615,1.8,4.2,6,1.1,0.3,0.7,1.3,1.6,10.8,724,13.1,0.546,0.482,0.094,8.2,18.4,13.4,6.6,0.6,2.2,11.4,19.5,0.3,1.2,1.5,0.098,0,-0.9,-0.9,0.2
"Kyle Lowry","PG",34,"TOR",25,25,34.4,6,13.2,0.452,2.8,7.1,0.388,3.2,6.1,0.526,0.556,3,3.5,0.874,0.8,4.6,5.4,6.4,1.2,0.2,2.9,3.2,17.7,859,16.3,0.601,0.539,0.264,2.4,15.5,8.7,28.1,1.6,0.5,16.4,21.9,1.5,0.7,2.2,0.124,1.3,-0.8,0.5,0.6
"Kyrie Irving","PG",28,"BRK",20,20,35.4,10.7,20,0.534,3.1,6.9,0.442,7.6,13.1,0.582,0.61,3.9,4.3,0.918,0.9,3.7,4.6,5.7,1.1,0.8,2.4,3,28.3,707,25.3,0.647,0.346,0.213,3,11.1,7.3,26.6,1.4,1.7,9.9,29.6,2.6,0.4,3,0.203,6.1,-0.8,5.3,1.3
"KZ Okpala","PF",21,"MIA",14,5,12,0.9,2.2,0.387,0.5,1.4,0.368,0.4,0.9,0.417,0.5,0.1,0.4,0.333,0.3,1.1,1.4,0.4,0.2,0.1,0.6,1.4,2.4,168,3.2,0.49,0.613,0.194,2.8,10.1,6.7,5,0.9,1.2,19.2,11,-0.2,0.1,0,-0.013,-6.2,-1.3,-7.6,-0.2
"Lamar Stevens","PF",23,"CLE",18,0,14.7,1.7,4.3,0.403,0.1,0.8,0.133,1.6,3.4,0.468,0.416,1,1.5,0.667,0.4,2.2,2.6,1.1,0.4,0.3,0.4,1.2,4.6,265,9.2,0.461,0.195,0.351,2.8,16.9,9.6,10.3,1.5,1.7,8.3,15.7,-0.1,0.2,0.1,0.024,-4.1,-0.2,-4.3,-0.2
"LaMarcus Aldridge","C",35,"SAS",18,18,26.7,5.9,12.5,0.476,1.3,3.7,0.358,4.6,8.8,0.525,0.529,0.9,1.2,0.762,0.8,3.5,4.3,1.9,0.4,0.9,0.9,1.5,14.1,480,15.2,0.542,0.298,0.093,3.2,14,8.4,11.4,0.7,2.8,6.4,22.3,0.2,0.5,0.7,0.075,0.3,-1,-0.7,0.2
"LaMelo Ball","PG",19,"CHO",28,8,27.7,5.4,12.4,0.437,1.8,5.1,0.354,3.6,7.3,0.495,0.51,2,2.5,0.797,1.5,4.6,6.2,6.1,1.5,0.4,2.7,2.6,14.6,776,18.2,0.542,0.414,0.198,5.8,18.2,11.9,33.8,2.7,1.3,16.5,24.8,0.8,1,1.8,0.113,1.8,1,2.8,0.9
"Landry Shamet","SG",23,"BRK",26,0,19,2.3,6.2,0.377,1.6,4.5,0.347,0.8,1.7,0.455,0.503,1.1,1.3,0.879,0.2,1.3,1.5,1.3,0.5,0.2,0.8,1.3,7.4,494,9.1,0.544,0.728,0.204,1.2,7.5,4.5,9.1,1.2,0.7,10.6,17.3,0.2,0.2,0.3,0.031,-2.4,-1.6,-4,-0.3
"Langston Galloway","SG",29,"PHO",22,0,11.1,1.5,3.3,0.466,0.9,1.9,0.476,0.6,1.4,0.452,0.603,0.7,0.7,1,0.2,0.9,1.1,0.7,0.2,0,0.3,0.6,4.7,245,13.2,0.65,0.575,0.219,1.9,8.9,5.4,8.6,0.8,0,8,15.9,0.5,0.2,0.7,0.13,0.8,-0.7,0,0.1
"Larry Nance Jr.","PF",28,"CLE",19,18,33.4,3.7,7.6,0.483,1.3,3.3,0.381,2.4,4.3,0.561,0.566,0.6,1.1,0.571,1.4,5.4,6.8,3.2,1.9,0.5,1.5,2.2,9.3,635,13.2,0.571,0.434,0.145,4.6,18.4,11.3,13.7,2.9,1.4,15.4,12.3,0.4,0.7,1.2,0.088,-1,2,1,0.5
"Lauri Markkanen","PF",23,"CHI",14,14,30.4,6.8,13.2,0.514,2.9,7.2,0.396,3.9,6,0.655,0.622,2.7,3.2,0.844,0.6,5.5,6.1,0.9,0.6,0.4,1.7,2.2,19.1,426,17.2,0.654,0.546,0.243,2.1,19.7,11.1,4.3,1,1,10.5,22.8,0.6,0.4,1,0.117,1.8,-1.4,0.3,0.3
"LeBron James","PG",36,"LAL",29,29,34.7,9.4,18.8,0.504,2.5,6.7,0.378,6.9,12.1,0.573,0.571,4.2,6,0.711,0.6,7.6,8.2,7.9,1,0.5,3.7,1.6,25.7,1006,24.2,0.6,0.355,0.318,2,23.6,13.2,38.4,1.4,1.3,14.8,31.4,2.3,1.9,4.2,0.2,5.8,1.3,7.2,2.3
"Lonnie Walker","SG",22,"SAS",25,22,26.6,4,10,0.406,1.6,4.4,0.355,2.5,5.6,0.446,0.484,1.1,1.4,0.8,0.2,2.7,2.9,1.7,0.5,0.4,1,2.1,10.8,666,8.6,0.509,0.442,0.141,0.8,10.9,5.7,8.8,0.9,1.1,9,18.7,-0.3,0.6,0.2,0.018,-2.9,-1.7,-4.6,-0.4
"Lonzo Ball","PG",23,"NOP",25,25,30.9,5.2,12.2,0.424,2.9,7.6,0.381,2.3,4.6,0.496,0.543,0.8,1.1,0.741,0.6,3.7,4.3,4.7,1.2,0.5,2,2.5,14,772,14.2,0.554,0.622,0.089,2.3,13.2,7.8,21.5,2,1.6,13.9,20.2,0.8,0.5,1.2,0.077,0.3,-0.4,-0.2,0.4
"Lou Williams","PG",34,"LAC",28,3,22.4,4.4,10.4,0.423,1.1,2.8,0.38,3.3,7.6,0.439,0.474,2.5,2.9,0.854,0.4,2,2.4,3.9,0.8,0.1,1.5,1,12.4,626,16.5,0.529,0.271,0.282,2,9.9,6.1,26.1,1.8,0.4,11.6,26.1,0.7,0.6,1.3,0.098,-0.1,-1.6,-1.7,0
"Luguentz Dort","SG",21,"OKC",27,27,29.6,4.3,10.6,0.409,1.9,5.7,0.323,2.5,4.9,0.511,0.497,2,2.6,0.746,0.7,2.8,3.5,1.4,0.9,0.3,1.5,2.5,12.5,800,9.5,0.531,0.542,0.248,2.5,9.8,6.2,7.3,1.5,0.8,11.4,19.4,-0.3,0.7,0.4,0.024,-3.3,-1.2,-4.5,-0.5
"Luka Šamanić","PF",21,"SAS",4,0,2.8,0.5,1.5,0.333,0.5,0.8,0.667,0,0.8,0,0.5,0.3,0.5,0.5,0,0,0,0,0,0,0,0,1.8,11,9.9,0.509,0.5,0.333,0,0,0,0,0,0,0,26.8,0,0,0,-0.004,2.9,-5.9,-3,0
"Luka Dončić","PG",21,"DAL",27,27,35.3,10,21.1,0.475,2.4,7.2,0.335,7.6,14,0.546,0.532,6.6,8.3,0.795,0.9,7.7,8.6,9.4,1,0.7,4.2,2.2,29.1,954,26.8,0.586,0.34,0.392,2.7,24.2,13.4,47.5,1.4,1.8,14.5,36,2.5,0.8,3.4,0.17,6.8,1,7.8,2.4
"Luke Kennard","SG",24,"LAC",29,7,22,3,6.5,0.463,1.6,3.6,0.442,1.4,2.9,0.488,0.585,0.4,0.5,0.867,0.3,2.6,2.9,1.8,0.3,0.2,0.9,1.6,8,639,10.8,0.599,0.553,0.08,1.4,12.8,7.3,11.1,0.8,0.8,12.2,15.3,0.6,0.5,1.1,0.083,-0.8,-1.5,-2.2,0
"Luke Kornet","PF",25,"CHI",6,0,7.2,0.5,2.3,0.214,0.2,1.8,0.091,0.3,0.5,0.667,0.25,0.3,0.3,1,0,1.5,1.5,0.3,0.3,0.2,0.2,0.2,1.5,43,3.7,0.302,0.786,0.143,0,22.9,11.6,5.8,2.2,2.1,6.3,15.7,-0.1,0.1,-0.1,-0.075,-5.4,-0.4,-5.8,0
"Malachi Flynn","PG",22,"TOR",13,0,8.2,0.8,3,0.282,0.4,1.8,0.217,0.5,1.2,0.375,0.346,0.2,0.3,0.5,0.1,0.6,0.7,1.2,0.3,0,0.3,0.8,2.2,106,4.5,0.356,0.59,0.103,1,8.6,4.7,20.5,1.8,0,8.9,18,-0.2,0.1,-0.1,-0.051,-6.7,-1.5,-8.1,-0.2
"Malcolm Brogdon","PG",28,"IND",29,29,36,8.1,18.4,0.442,2.7,6.7,0.395,5.5,11.7,0.469,0.514,2.7,2.9,0.906,0.8,4.1,4.8,6.6,1.3,0.3,2.1,1.9,21.6,1045,18.3,0.548,0.365,0.159,2.4,12.3,7.4,28.1,1.7,0.7,9.5,26.2,1.5,1,2.5,0.115,3,-1.1,2,1
"Malik Beasley","SG",24,"MIN",29,28,32.8,7.7,17,0.455,3.4,8.7,0.398,4.3,8.3,0.515,0.557,2,2.4,0.843,0.9,4,4.9,2.5,0.9,0.2,1.7,1.7,20.9,951,16.7,0.581,0.51,0.142,2.8,13.7,8,12.7,1.2,0.4,8.4,25.2,1.2,0.4,1.6,0.081,2.5,-2.1,0.5,0.6
"Malik Monk","SG",22,"CHO",15,0,21.1,3.6,8,0.45,2.2,4.4,0.5,1.4,3.6,0.389,0.588,1.1,1.3,0.85,0.3,2,2.3,1.8,0.3,0.1,1.1,1.3,10.5,316,13,0.613,0.55,0.167,1.7,10.3,5.9,12.6,0.6,0.6,11.7,19.6,0.4,0.1,0.5,0.08,0.6,-2,-1.4,0
"Marc Gasol","C",36,"LAL",29,29,20,1.4,3.4,0.4,0.7,2,0.351,0.7,1.5,0.465,0.5,0.8,0.9,0.88,0.8,3.4,4.2,1.8,0.4,1.2,0.8,2.4,4.2,579,10.3,0.55,0.57,0.25,4.6,18.5,11.8,11.5,1,5.3,17.8,10.1,0.4,1.2,1.5,0.127,-2.3,2.5,0.2,0.3
"Marcus Morris","PF",31,"LAC",21,2,25,4.5,10,0.45,2.5,5,0.5,2,5,0.4,0.576,1.7,1.9,0.897,0.8,3,3.8,0.9,0.6,0.3,1,1.8,13.2,524,15,0.609,0.502,0.185,3.5,13.3,8.6,5,1.1,1,8.4,21,0.8,0.5,1.3,0.116,1,-1.8,-0.8,0.2
"Marcus Smart","PG",26,"BOS",17,17,32.3,4.4,11.1,0.394,1.6,5.3,0.311,2.7,5.8,0.469,0.468,2.7,3.6,0.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1,549,14.6,0.516,0.479,0.33,1.4,8.3,4.8,26.4,2.8,1.5,12.2,19.1,0.6,0.6,1.2,0.106,0,0.2,0.3,0.3
"Markelle Fultz","PG",22,"ORL",8,8,26.9,5.1,13,0.394,0.5,2,0.25,4.6,11,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9,215,12.2,0.458,0.154,0.183,2.3,10.1,6,32.4,1.8,0.8,13.8,25.8,-0.2,0.2,0,-0.002,-2.9,-1.7,-4.6,-0.1
"Markieff Morris","PF",31,"LAL",23,2,15.3,1.6,4,0.387,0.9,2.7,0.323,0.7,1.3,0.516,0.495,0.6,0.8,0.722,0.6,2.9,3.5,0.9,0.2,0.3,0.5,1.5,4.6,353,8.9,0.52,0.667,0.194,4.6,20.2,12.7,7.4,0.5,1.5,10.6,13.9,0.1,0.6,0.7,0.093,-2.2,-0.3,-2.6,0
"Markus Howard","SG",21,"DEN",14,0,3.4,0.4,2.1,0.207,0.2,1.5,0.143,0.2,0.6,0.375,0.259,0,0,0,0,0.4,0.4,0.4,0.1,0,0.3,0.4,1.1,48,-6.4,0.259,0.724,0,0,11.8,5.9,13.8,2.1,0,12.1,29.9,-0.3,0,-0.3,-0.31,-14.4,-5.5,-20,-0.2
"Marques Bolden","C",22,"CLE",6,0,4.8,0.2,0.5,0.333,0,0,0,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2,29,13.4,0.537,0,2.667,11.1,11.9,11.5,0,3.4,6.3,23.5,12.6,0,0,0,0.061,-3.4,0.6,-2.8,0
"Marquese Chriss","PF",23,"GSW",2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5,27,11.9,0.412,0.357,0.286,11.8,38,25.2,11,0,6.5,11.3,27.9,-0.1,0.1,0,-0.023,-2.2,-1,-3.2,0
"Marvin Bagley III","PF",21,"SAC",25,25,24.9,5.1,10.8,0.476,1,2.8,0.371,4.1,8,0.513,0.524,1.5,2.9,0.514,2.1,5.3,7.4,0.9,0.5,0.5,1.5,2.5,12.8,623,13.9,0.53,0.26,0.268,9,23.4,16.2,5.3,0.9,1.6,11,23.1,0,0.2,0.3,0.02,-1.8,-2.8,-4.6,-0.4
"Mason Jones","SG",22,"HOU",18,1,11.2,1.8,4,0.458,0.9,2.3,0.415,0.9,1.7,0.516,0.576,0.9,1.7,0.548,0.2,1.8,2,1.3,0.3,0,1.2,1,5.6,201,11.8,0.584,0.569,0.431,1.6,17.6,9.5,18.3,1.4,0,19.7,22.6,-0.1,0.2,0.2,0.046,-1.9,-0.7,-2.6,0
"Mason Plumlee","C",30,"DET",26,26,27.9,4.2,7,0.596,0,0.2,0,4.2,6.8,0.612,0.596,1.8,2.6,0.691,3,5.8,8.8,3.4,0.9,0.7,2,3.5,10.2,726,17.2,0.622,0.027,0.372,11.7,24.3,17.8,19.3,1.6,2.2,19.9,15.8,1.3,0.9,2.1,0.142,-0.3,1.2,0.9,0.5
"Matisse Thybulle","SG",23,"PHI",26,1,17.7,1.2,3.2,0.386,0.6,2,0.288,0.7,1.2,0.548,0.476,0.2,0.5,0.5,0.3,1,1.3,0.8,1.6,0.8,0.3,2,3.3,461,9.1,0.481,0.627,0.145,2,6,4,5.5,4.2,4.2,8.3,8.8,0,0.8,0.8,0.087,-3.2,4.2,1,0.4
"Matt Thomas","SG",26,"TOR",14,0,6,0.8,2,0.393,0.6,1.5,0.429,0.1,0.5,0.286,0.554,0.3,0.3,1,0.1,0.6,0.6,0.4,0.1,0,0.3,0.4,2.5,84,10.5,0.588,0.75,0.143,1.3,10.9,5.9,10.1,1.1,0,11.8,17.1,0.1,0,0.1,0.063,-1.1,-1.7,-2.8,0
"Maurice Harkless","SF",27,"MIA",10,3,10.9,0.4,1,0.4,0.4,0.8,0.5,0,0.2,0,0.6,0,0.2,0,0.1,0.8,0.9,0.7,0.2,0.3,0.2,1.2,1.2,109,4.6,0.551,0.8,0.2,1.1,7.8,4.6,8.5,0.9,2.8,15.5,5.3,0,0.1,0.1,0.052,-3.1,0.6,-2.5,0
"Max Strus","SF",24,"MIA",16,0,14.7,2.6,4.9,0.519,1.7,4,0.422,0.9,0.9,0.933,0.69,0.4,0.6,0.778,0.1,1,1.1,0.5,0.1,0,0.2,1.2,7.3,235,13.8,0.699,0.81,0.114,0.5,7.3,4.1,5.5,0.4,0,3.5,16.3,0.5,0.1,0.6,0.123,2,-1.3,0.7,0.2
"Maxi Kleber","PF",29,"DAL",17,11,25.6,2.2,5.1,0.43,1.7,3.8,0.453,0.5,1.3,0.364,0.599,1,1.1,0.944,0.9,4.4,5.4,1.5,0.4,0.8,0.6,2.4,7.1,435,11.4,0.639,0.744,0.209,4,19,11.5,7.6,0.7,2.8,9.6,10.5,0.7,0.3,1,0.106,-0.3,-0.6,-0.8,0.1
"Meyers Leonard","C",28,"MIA",3,2,9.7,1,2.3,0.429,1,2.3,0.429,0,0,0,0.643,0.3,0.7,0.5,0,2.3,2.3,0.7,0,0,0.7,1.7,3.3,29,6.6,0.635,1,0.286,0,25.7,13.6,10,0,0,20.2,15.2,0,0,0,0.04,-3.5,-0.9,-4.4,0
"Mfiondu Kabengele","PF",23,"LAC",17,0,4.1,0.4,1.4,0.261,0.1,0.7,0.167,0.2,0.6,0.364,0.304,0.2,0.2,0.75,0.1,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1,69,-0.8,0.343,0.522,0.174,1.7,15.8,9,5.5,1.4,2.6,16.8,19.1,-0.3,0.1,-0.2,-0.121,-11.3,-2.1,-13.4,-0.2
"Michael Carter-Williams","SG",29,"ORL",10,5,24.6,2.9,8.2,0.354,0.2,1.7,0.118,2.7,6.5,0.415,0.366,1.7,2.3,0.739,1.8,2.9,4.7,3,0.5,0.4,1.6,2.7,7.7,246,8.2,0.418,0.207,0.28,7.3,12.7,9.9,17.6,1,1.5,14.8,18.7,-0.3,0.2,-0.1,-0.014,-4.9,-0.8,-5.7,-0.2
"Michael Porter Jr.","SF",22,"DEN",18,11,27,5.1,10.8,0.474,2.1,5.7,0.373,3,5.1,0.587,0.572,1.3,1.7,0.8,1.2,4.9,6.1,1.1,1.1,1.2,1.1,2.3,13.7,486,17.3,0.594,0.526,0.155,4.9,20.8,12.8,5.7,1.9,4.2,8.4,20.2,0.7,0.7,1.3,0.129,1.7,-0.8,0.9,0.3
"Mikal Bridges","SF",24,"PHO",27,27,33.3,5.1,10.1,0.504,2,4.9,0.398,3.1,5.1,0.604,0.601,2,2.4,0.833,1.4,4,5.3,2.1,0.6,1,0.7,1.9,14.1,898,16.3,0.634,0.489,0.243,4.7,12.9,8.9,9.1,0.9,2.6,6.2,16,2,1,3.1,0.164,2.1,0.5,2.5,1
"Mike Conley","PG",33,"UTA",23,23,29.3,5.7,12.7,0.45,2.8,6.8,0.41,2.9,5.9,0.496,0.56,2.3,2.8,0.815,1,2.7,3.7,5.8,1.4,0.1,2,1.8,16.5,674,19.8,0.593,0.536,0.223,3.8,9.2,6.6,30.2,2.3,0.2,12.6,23.3,1.9,1,2.9,0.207,3.7,0.4,4.1,1
"Mike Muscala","C",29,"OKC",26,0,19,3.4,7.6,0.444,2,5.3,0.38,1.4,2.3,0.59,0.576,1.1,1.2,0.906,0.5,3.2,3.7,0.9,0.3,0.3,0.7,1.5,9.9,495,14.6,0.606,0.692,0.162,3,17,10.1,7.3,0.7,1.2,7.4,20,0.6,0.5,1.1,0.105,0.8,-1.4,-0.6,0.2
"Mike Scott","PF",32,"PHI",11,3,17.5,1.5,4.4,0.333,1,3.5,0.289,0.5,0.9,0.5,0.448,0.2,0.3,0.667,0.4,2.3,2.6,0.1,0.3,0.2,0.5,1.4,4.1,193,3.9,0.456,0.792,0.063,2.4,13.7,8.2,0.7,0.7,0.9,9.2,11.9,-0.2,0.2,0,0.002,-4.6,-1.9,-6.6,-0.2
"Miles Bridges","PF",22,"CHO",28,2,26.7,3.8,8,0.469,1.3,3.5,0.364,2.5,4.5,0.552,0.549,1.1,1.2,0.939,1.3,4.5,5.8,1.9,0.7,0.8,1.8,2.4,9.9,747,12,0.581,0.442,0.147,5.2,18.1,11.6,10.2,1.3,3,17,16.4,0.3,0.8,1.1,0.07,-1.8,-0.3,-2.1,0
"Mitchell Robinson","C",22,"NYK",27,27,28.8,3.8,5.8,0.66,0,0,0,3.8,5.8,0.66,0.66,0.8,1.7,0.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4,778,17.5,0.647,0,0.295,13.3,17.1,15.2,2.7,2.1,5.2,11.1,11.3,1.5,1.5,3,0.185,-0.4,1.2,0.8,0.6
"Miye Oni","SG",23,"UTA",23,0,8,0.4,1.3,0.323,0.4,1.1,0.346,0,0.2,0.2,0.468,0.2,0.3,0.833,0.5,1.3,1.8,0.3,0.1,0.2,0.3,1.1,1.5,185,6,0.505,0.839,0.194,7.2,15.9,11.7,4.1,0.8,1.7,17.2,9.4,0,0.3,0.3,0.079,-4.1,0.5,-3.6,-0.1
"Mo Bamba","C",22,"ORL",13,0,8.7,2.2,4.2,0.519,0.3,1.2,0.267,1.8,3,0.615,0.556,0.2,0.4,0.6,1.2,2.5,3.8,0.3,0.2,0.8,0.3,1.1,4.8,113,23.4,0.56,0.278,0.093,14.1,31.6,22.5,6.3,0.9,8,6.6,22.7,0.2,0.2,0.4,0.166,2,0.3,2.3,0.1
"Monte Morris","PG",25,"DEN",27,3,26,4.1,8.5,0.489,1.3,3.2,0.391,2.9,5.3,0.549,0.563,1.2,1.7,0.702,0.3,1.9,2.1,3.3,0.7,0.3,0.6,0.8,10.8,701,14.9,0.583,0.38,0.205,1.1,8.1,4.6,17.8,1.3,1,6.4,16.5,1.4,0.4,1.8,0.123,1.1,-1.4,-0.3,0.3
"Montrezl Harrell","C",27,"LAL",29,0,24.6,5.3,8.3,0.646,0,0.1,0,5.3,8.1,0.657,0.646,2.6,3.6,0.738,2.3,4,6.3,1.1,0.7,0.7,1.3,2.2,13.3,714,21.3,0.676,0.017,0.429,10.7,17.7,14.3,6.9,1.4,2.5,11.5,19.6,2.1,1.3,3.4,0.227,1.8,0.5,2.3,0.8
"Moritz Wagner","C",23,"WAS",14,3,13.6,2.3,3.9,0.593,0.4,1.3,0.333,1.9,2.6,0.722,0.648,1.1,1.8,0.64,0.4,2.6,3.1,0.9,0.6,0.3,0.6,2.6,6.1,191,15.4,0.662,0.333,0.463,3.2,21,11.8,9.9,2.2,1.8,11,15.8,0.3,0.2,0.6,0.138,-1.3,0.9,-0.4,0.1
"Moses Brown","C",21,"OKC",7,0,4.4,1,1.4,0.7,0,0,0,1,1.4,0.7,0.7,1,2,0.5,0.6,1.6,2.1,0.4,0.1,0.6,0.1,0.6,3,31,33.5,0.65,0,1.4,13.6,36.5,25.2,16.4,1.5,11.3,5.8,24,0.1,0.1,0.2,0.34,5.3,3.8,9.1,0.1
"Mychal Mulder","PG",26,"GSW",28,1,10.8,1.4,3,0.476,1.1,2.6,0.444,0.3,0.4,0.667,0.667,0.3,0.4,0.636,0,0.9,0.9,0.4,0.2,0.2,0.2,1,4.3,303,11.2,0.67,0.857,0.131,0.4,8.5,4.5,5.5,0.9,1.7,5.3,13.1,0.4,0.3,0.7,0.109,-0.9,-0.4,-1.4,0.1
"Myles Turner","C",24,"IND",27,27,31.2,4.7,9.4,0.498,1.4,4.4,0.325,3.2,4.9,0.654,0.575,2.4,3.1,0.776,1.3,5.3,6.6,1,1.1,3.5,1.4,3.6,13.2,842,17,0.615,0.474,0.336,4.5,18.5,11.6,4.4,1.7,9.6,11.3,16.9,0.9,1.6,2.4,0.14,-0.7,2.2,1.4,0.7
"Naji Marshall","SF",23,"NOP",3,0,2.7,0,0.7,0,0,0.3,0,0,0.3,0,0,0.3,0.7,0.5,0,0.7,0.7,0.3,0,0,0,0,0.3,8,-0.4,0.174,0.5,1,0,27.8,13.9,14.3,0,0,0,15.3,0,0,0,-0.151,-7,-3,-10,0
"Nassir Little","PF",20,"POR",13,2,10.8,1.7,3.1,0.55,0.8,1.4,0.611,0.8,1.7,0.5,0.688,0.6,0.7,0.889,0.8,1.2,2,0.2,0.2,0.3,0.5,0.8,4.8,141,16.3,0.717,0.45,0.225,7.2,12.7,9.8,3.1,0.7,2.6,13.7,15.5,0.3,0,0.4,0.132,1.6,-2,-0.4,0.1
"Nate Hinton","SG",21,"DAL",6,0,3.2,0.5,2.2,0.231,0.2,0.8,0.2,0.3,1.3,0.25,0.269,0.2,0.3,0.5,0,0,0,0,0.2,0.2,0.3,0.2,1.3,19,-6.5,0.288,0.385,0.154,0,0,0,0,2.6,5,12.6,36.6,-0.2,0,-0.2,-0.441,-12.2,-5.6,-17.8,-0.1
"Nathan Knight","PF",23,"ATL",9,0,6,1,2.4,0.409,0.3,1,0.333,0.7,1.4,0.462,0.477,0.8,0.9,0.875,0.9,0.7,1.6,0.1,0.2,0.3,0.4,0.8,3.1,54,16.9,0.549,0.409,0.364,16.2,11.8,14,2.8,1.8,4.8,13.6,23.3,0.1,0.1,0.1,0.102,-0.3,-0.6,-1,0
"Naz Reid","C",21,"MIN",27,13,21.5,4.9,9.3,0.524,1.1,2.7,0.397,3.8,6.6,0.576,0.582,1.7,2.3,0.73,1.3,3.6,4.9,1.3,0.7,1.2,1.1,3.1,12.5,581,18.9,0.607,0.292,0.252,6.3,18.7,12.2,10.1,1.5,4.7,10,22.3,0.9,0.6,1.5,0.126,0.1,0.1,0.2,0.3
"Nemanja Bjelica","PF",32,"SAC",13,0,16.2,2.3,5.2,0.448,0.5,2,0.269,1.8,3.2,0.561,0.5,1.8,2.2,0.821,0.9,2.8,3.8,2.2,0,0.2,1.2,1.8,6.9,211,12.6,0.567,0.388,0.418,6.2,19.4,12.7,18,0,0.8,16.8,19.3,0.2,0,0.2,0.049,-1.4,-1.9,-3.4,-0.1
"Nerlens Noel","C",26,"NYK",25,3,19,1.8,3.1,0.564,0,0.1,0,1.8,3,0.579,0.564,0.5,0.9,0.545,1.7,3.6,5.3,0.5,0.9,1.9,0.9,2.2,4,475,14.3,0.57,0.026,0.282,9.4,19.7,14.7,3.6,2.4,9.9,20.8,10.3,0.1,1.2,1.3,0.131,-3.2,3.7,0.5,0.3
"Nick Richards","PF",23,"CHO",8,0,2.9,0.4,0.8,0.5,0,0,0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0,0,0,0.1,0.5,1.4,23,13.3,0.637,0,1,9.1,18.9,13.9,0,0,0,10.4,17.8,0.1,0,0.1,0.143,-3.3,-2.4,-5.7,0
"Nickeil Alexander-Walker","SG",22,"NOP",23,3,19.2,3.3,8.2,0.41,1,3.8,0.276,2.3,4.4,0.525,0.473,1.1,1.4,0.781,0.2,2.4,2.7,2,1.1,0.3,1.3,1.7,8.8,441,12,0.502,0.463,0.17,1.3,14.1,7.7,14.9,2.8,1.9,12.9,22.4,-0.2,0.4,0.2,0.025,-2.6,0.1,-2.5,-0.1
"Nico Mannion","PG",19,"GSW",6,0,6,0.5,2.2,0.231,0.3,1.5,0.222,0.2,0.7,0.25,0.308,0.2,0.7,0.25,0,1.3,1.3,2,0.3,0,0.3,0.8,1.5,36,7.8,0.305,0.692,0.308,0,22.8,11.6,43,2.6,0,11.9,19.7,-0.1,0.1,0,-0.01,-5.4,0.7,-4.7,0
"Nicolò Melli","PF",30,"NOP",13,0,10.5,0.6,2.2,0.286,0.5,1.7,0.273,0.2,0.5,0.333,0.393,0.3,0.4,0.8,0.2,1.9,2.1,0.9,0.5,0.1,0.5,1.2,2,137,5.8,0.43,0.786,0.179,1.6,20.3,10.9,10.7,2.1,0.8,16.6,11.3,-0.1,0.1,0,0.009,-4.8,1,-3.8,-0.1
"Nicolas Batum","SF",32,"LAC",27,27,29.9,3.3,6.8,0.492,2.1,4.6,0.456,1.2,2.1,0.569,0.648,1,1.1,0.867,0.9,4,4.9,2.3,1.4,0.4,0.7,1.7,9.7,806,14.8,0.67,0.683,0.164,3.4,14.6,9.2,10.3,2.3,1.1,8.8,11.8,1.8,1,2.7,0.163,1.5,0.5,2,0.8
